order_id,order_time,delivery_time,restaurant,cuisine,total_amount,rating,location,city,ordered_qty,book_table,online_order,distance_km
ORD_2182,2023-12-21 13:34:00,,Corner House,Mexican,57.47,,Electronic City,bengaluru,3,Yes,,
ORD_2183,2023-11-11 18:34:00,,Toit,Continental,95.82,NEW,BTM Layout,bengaluru,7,,,
ORD_2184,2023-12-11 05:47:00,,Empire Restaurant,Mexican,127.67,NEW,HSR Layout,Bengaluru ,7,No,No,
ORD_2185,2023-11-15 07:15:00,2023-11-15 07:54:00,McD,North Indian,148.47,,JP Nagar,bengaluru,8,Yes,Yes,8.17
ORD_2186,2023-11-24 06:32:00,,Nandhini,Coffee,79.74,3.2/5,RR Nagar,bengaluru,7,,,
ORD_2187,2023-11-18 20:08:00,2023-11-18 20:41:00,Truffles,Biryani,17.2,,Hebbal,Bnegaluru,3,,Yes,3.45
ORD_2188,2023-10-19 16:56:00,2023-10-19 17:32:00,McD,Chinese,146.74,4.8/5,Electronic City,bengaluru,8,No,Yes,10.66
ORD_2189,2023-12-06 16:29:00,,Truffles,South Indian,122.55,4.2/5,Indiranagar,bengaluru,7,,,
ORD_2190,2023-12-06 12:23:00,,Leon Grill,Coffee,58.88,NEW,BTM Layout,Bengaluru,7,,,
ORD_2191,2023-12-13 02:17:00,,Taco Bell,Japanese,99.75,4.0/5,Basavanagudi,Bengaluru ,7,,No,
ORD_2192,2023-11-20 17:55:00,,McD,South Indian,136.12,NEW,BTM Layout,bengaluru,2,No,,
ORD_2193,2023-11-05 14:05:00,,Corner House,Mughlai,139.93,NEW,Jayanagar,Bengaluru ,8,,,
ORD_2194,2023-12-01 11:09:00,2023-12-01 11:49:00,Starbucks,Biryani,118.13,2.4/5,Hebbal,Bengaluru ,2,,Yes,11.27
ORD_2195,2023-11-13 14:59:00,,Leon Grill,Mexican,121.85,NEW,HSR Layout,bengaluru,5,Yes,,
ORD_2196,2023-11-15 01:55:00,,Vidyarthi Bhavan,Mughlai,64.13,3.0 / 5,BTM Layout,Bengaluru ,6,No,No,
ORD_2197,2023-10-02 19:07:00,,Taco Bell,Chinese,79.73,3.0 / 5,RR Nagar,Bengaluru,3,Yes,No,
ORD_2198,2023-12-13 16:40:00,,Sushi Zen,Mughlai,93.57,3.0 / 5,Hebbal,Bnegaluru,6,,,
ORD_2199,2023-11-22 15:58:00,,Corner House,Desserts,58.31,,Jayanagar,bengaluru,4,Yes,,
ORD_2200,2023-12-16 11:56:00,,Pizza Hut,Desserts,10.24,2.7/5,Jayanagar,Bnegaluru,6,Yes,No,
ORD_2201,2023-11-13 01:55:00,,Toit,Fast Food,66.12,NEW,Banashankari,Bengaluru,1,,No,
ORD_2202,2023-12-03 20:10:00,2023-12-03 20:34:00,Toit,Chinese,137.23,3.7/5,Koramangala,Bengaluru,4,,Yes,12.35
ORD_2203,2023-12-04 02:36:00,,Leon Grill,Fast Food,117.72,3.0 / 5,Kengeri,Bengaluru,7,,,
ORD_2204,2023-11-04 09:08:00,2023-11-04 09:29:00,Toit,Indian,50.16,NEW,Indiranagar,Bengaluru ,5,Yes,Yes,10.3
ORD_2205,2023-10-15 17:50:00,,Meghana Foods,Mughlai,37.67,2.9/5,Marthahalli,Bengaluru,1,,,
ORD_2206,2023-12-26 06:18:00,2023-12-26 07:19:00,Empire Restaurant,Mughlai,69.96,2.7/5,Whitefield,Bnegaluru,3,,Yes,13.96
ORD_2207,2023-12-11 23:37:00,,Starbucks,Mughlai,148.9,NEW,Marthahalli,bengaluru,3,,,
ORD_2208,2023-12-27 10:50:00,,Meghana Foods,Indian,64.42,NEW,BTM Layout,Bengaluru ,1,No,,
ORD_2209,2023-12-12 20:49:00,,Mainland China,Desserts,115.24,,Malleshwaram,Bengaluru ,6,Yes,No,
ORD_2210,2023-10-31 08:20:00,,Empire Restaurant,Japanese,11.57,3.0 / 5,Whitefield,Bnegaluru,3,,,
ORD_2211,2023-11-17 13:16:00,2023-11-17 14:07:00,Taco Bell,South Indian,35.98,,Basavanagudi,Bengaluru ,4,,Yes,11.06
ORD_2212,2023-11-27 10:05:00,2023-11-27 10:42:00,Sushi Zen,South Indian,37.89,,Electronic City,Bengaluru,1,,Yes,14.08
ORD_2213,2023-11-22 04:10:00,,Vidyarthi Bhavan,South Indian,14.28,4.0/5,Whitefield,bengaluru,4,Yes,,
ORD_2214,2023-10-08 01:18:00,,McD,Desserts,52.45,3.0 / 5,Basavanagudi,Bengaluru,2,Yes,No,
ORD_2215,2023-11-14 02:45:00,,Taco Bell,Continental,41.61,3.0 / 5,Whitefield,Bnegaluru,2,,,
ORD_2216,2023-10-29 18:37:00,,Empire Restaurant,South Indian,7.13,4.0/5,Basavanagudi,Bnegaluru,6,Yes,,
ORD_2217,2023-11-27 06:14:00,,Burger King,Biryani,121.23,4.0/5,Basavanagudi,Bengaluru,7,,,
ORD_2218,2023-11-01 10:22:00,,Meghana Foods,Indian,84.65,3.0 / 5,Hebbal,bengaluru,5,Yes,,
ORD_2219,2023-12-29 20:48:00,2023-12-29 21:40:00,Toit,Continental,29.55,NEW,Basavanagudi,Bengaluru,8,No,Yes,11.29
ORD_2220,2023-11-23 00:57:00,,Taco Bell,Continental,142.45,,Electronic City,Bengaluru ,4,,No,
ORD_2221,2023-11-23 05:54:00,2023-11-23 06:39:00,Truffles,Desserts,42.97,3.0 / 5,Malleshwaram,bengaluru,5,,Yes,5.04
ORD_2222,2023-10-15 05:55:00,,Starbucks,Chinese,41.46,3.0 / 5,Whitefield,Bengaluru,6,No,,
ORD_2223,2023-12-21 16:02:00,,Nandhini,North Indian,81.1,,BTM Layout,bengaluru,3,Yes,,
ORD_2224,2023-10-27 19:28:00,,Vidyarthi Bhavan,Fast Food,118.56,NEW,Jayanagar,Bnegaluru,1,,,
ORD_2225,2023-10-02 23:51:00,2023-10-03 00:44:00,Nandhini,Biryani,111.23,3.0 / 5,JP Nagar,Bengaluru,6,,Yes,1.51
ORD_2226,2023-10-04 11:46:00,,Mainland China,Indian,123.02,NEW,Marthahalli,bengaluru,8,,No,
ORD_2227,2023-12-11 04:58:00,2023-12-11 05:44:00,Toit,Desserts,51.9,4.0/5,Basavanagudi,Bnegaluru,1,No,Yes,12.5
ORD_2228,2023-10-13 20:11:00,,Sushi Zen,South Indian,115.39,,Banashankari,Bnegaluru,7,No,,
ORD_2229,2023-12-15 19:34:00,,Leon Grill,Indian,58.94,3.0 / 5,Jayanagar,Bengaluru,7,No,No,
ORD_2230,2023-12-12 19:33:00,,Pizza Hut,Continental,27.12,NEW,Banashankari,Bengaluru,8,,,
ORD_2231,2023-10-03 18:12:00,,Taco Bell,Continental,81.63,2.9/5,Hebbal,Bengaluru ,3,No,,
ORD_2232,2023-11-09 10:56:00,,Nandhini,Fast Food,137.7,2.3/5,Marthahalli,bengaluru,4,,,
ORD_2233,2023-10-11 15:00:00,,Starbucks,Biryani,23.77,NEW,Hebbal,bengaluru,2,,,
ORD_2234,2023-11-22 10:02:00,,Burger King,Coffee,65.69,3.0 / 5,BTM Layout,Bnegaluru,8,,,
ORD_2235,2023-11-11 19:41:00,2023-11-11 20:19:00,Taco Bell,Japanese,142.21,3.0 / 5,Whitefield,Bengaluru,5,,Yes,10.33
ORD_2236,2023-12-25 00:30:00,,Corner House,Japanese,37.27,,Koramangala,Bengaluru,7,,,
ORD_2237,2023-12-05 17:15:00,,Vidyarthi Bhavan,Indian,149.66,4.0/5,Electronic City,Bengaluru ,3,,No,
ORD_2238,2023-11-01 08:21:00,,Truffles,Mexican,132.05,4.1/5,Kengeri,Bnegaluru,6,,,
ORD_2239,2023-11-29 10:25:00,,Toit,Desserts,45.22,,Hebbal,bengaluru,5,,,
ORD_2240,2023-12-12 17:37:00,,Vidyarthi Bhavan,Indian,134.43,3.0 / 5,RR Nagar,Bnegaluru,7,,,
ORD_2241,2023-11-26 19:19:00,,Leon Grill,Italian,148.95,,Jayanagar,bengaluru,8,,,
ORD_2242,2023-12-11 12:59:00,2023-12-11 13:36:00,Nandhini,Mughlai,20.24,NEW,HSR Layout,Bnegaluru,1,,Yes,1.78
ORD_2243,2023-11-23 02:44:00,2023-11-23 03:03:00,Burger King,South Indian,140.66,NEW,Basavanagudi,bengaluru,4,,Yes,11.7
ORD_2244,2023-12-04 22:03:00,2023-12-04 22:50:00,Vidyarthi Bhavan,Mughlai,144.97,3.0 / 5,JP Nagar,Bengaluru ,3,Yes,Yes,2.14
ORD_2245,2023-12-08 13:10:00,,Pizza Hut,Chinese,144.65,3.2/5,JP Nagar,Bengaluru ,3,Yes,,
ORD_2246,2023-11-27 15:08:00,,Leon Grill,South Indian,118.5,,RR Nagar,Bengaluru,2,No,,
ORD_2247,2023-10-05 14:30:00,,Pizza Hut,Continental,82.08,NEW,Whitefield,Bengaluru ,7,No,No,
ORD_2248,2023-12-22 09:29:00,,Vidyarthi Bhavan,Fast Food,61.57,NEW,Marthahalli,Bengaluru ,6,,,
ORD_2249,2023-10-23 01:49:00,,Meghana Foods,Italian,22.74,,Kengeri,Bnegaluru,6,Yes,,
ORD_2250,2023-12-10 04:30:00,2023-12-10 05:27:00,Pizza Hut,Mexican,23.65,NEW,JP Nagar,bengaluru,7,,Yes,1.2
ORD_2251,2023-12-07 14:25:00,,Starbucks,South Indian,26.82,NEW,BTM Layout,Bengaluru,5,,,
ORD_2252,2023-10-02 08:28:00,2023-10-02 09:06:00,Corner House,Japanese,140.71,4.0/5,Banashankari,Bengaluru ,8,No,Yes,5.69
ORD_2253,2023-12-21 17:52:00,,Empire Restaurant,Fast Food,37.85,,Kengeri,Bnegaluru,6,No,,
ORD_2254,2023-12-28 02:54:00,,Leon Grill,South Indian,147.66,2.3/5,Hebbal,Bengaluru,5,,No,
ORD_2255,2023-10-01 18:32:00,,Meghana Foods,Coffee,25.93,3.4/5,Koramangala,bengaluru,1,No,No,
ORD_2256,2023-12-12 07:19:00,,Corner House,Chinese,77.99,4.0/5,Koramangala,bengaluru,6,,,
ORD_2257,2023-11-27 01:23:00,,Leon Grill,South Indian,47.01,,RR Nagar,Bnegaluru,7,No,No,
ORD_2258,2023-11-14 20:28:00,,Nandhini,Biryani,146.73,3.0 / 5,Marthahalli,Bengaluru,2,No,,
ORD_2259,2023-11-10 01:31:00,,Burger King,Japanese,23.52,3.0 / 5,Hebbal,Bengaluru ,4,,,
ORD_2260,2023-11-07 17:58:00,2023-11-07 18:53:00,Vidyarthi Bhavan,Fast Food,69.38,,Malleshwaram,bengaluru,5,,Yes,9.41
ORD_2261,2023-11-02 14:54:00,,Leon Grill,Continental,133.2,3.0/5,HSR Layout,bengaluru,8,Yes,No,
ORD_2262,2023-10-11 04:16:00,,Toit,Fast Food,52.6,2.4/5,Hebbal,bengaluru,1,Yes,,
ORD_2263,2023-10-25 17:57:00,,Truffles,Mughlai,56.71,,Banashankari,Bengaluru,8,,,
ORD_2264,2023-10-26 15:55:00,,Toit,North Indian,5.11,3.3/5,Indiranagar,Bnegaluru,7,,,
ORD_2265,2023-10-19 11:17:00,,Mainland China,North Indian,121.74,3.0 / 5,JP Nagar,Bengaluru,3,,,
ORD_2266,2023-11-28 11:12:00,,McD,North Indian,149.52,3.0 / 5,Indiranagar,Bnegaluru,2,Yes,,
ORD_2267,2023-10-17 04:39:00,,McD,Coffee,41.13,3.0 / 5,Whitefield,Bengaluru ,3,Yes,,
ORD_2268,2023-10-03 22:50:00,,Truffles,Mexican,129.33,3.0 / 5,JP Nagar,Bengaluru ,2,,,
ORD_2269,2023-12-28 08:50:00,,Leon Grill,Italian,12.49,,Whitefield,Bengaluru,6,No,,
ORD_2270,2023-10-18 07:54:00,,Sushi Zen,Japanese,130.65,3.0 / 5,Jayanagar,Bnegaluru,1,,,
ORD_2271,2023-12-11 01:28:00,,Empire Restaurant,Chinese,96.52,NEW,Kengeri,bengaluru,2,,,
ORD_2272,2023-10-01 05:52:00,,Taco Bell,Chinese,133.5,2.6/5,Whitefield,Bengaluru,6,No,,
ORD_2273,2023-10-14 01:08:00,2023-10-14 01:55:00,Nandhini,North Indian,37.15,NEW,Electronic City,bengaluru,4,Yes,Yes,9.8
ORD_2274,2023-11-10 10:23:00,,McD,South Indian,50.26,NEW,Jayanagar,Bengaluru ,5,,No,
ORD_2275,2023-12-27 02:55:00,,Leon Grill,Mughlai,99.05,3.4/5,HSR Layout,bengaluru,4,Yes,,
ORD_2276,2023-11-27 09:53:00,,Starbucks,Coffee,41.08,2.4/5,Marthahalli,bengaluru,2,,,
ORD_2277,2023-11-21 15:31:00,2023-11-21 15:47:00,Empire Restaurant,Biryani,109.76,4.3/5,HSR Layout,bengaluru,4,No,Yes,8.21
ORD_2278,2023-11-30 10:40:00,2023-11-30 10:58:00,Burger King,Italian,20.01,NEW,Electronic City,Bengaluru ,8,,Yes,6.5
ORD_2279,2023-12-02 23:37:00,,Vidyarthi Bhavan,Mexican,49.54,4.0/5,Kengeri,bengaluru,2,No,,
ORD_2280,2023-10-08 22:33:00,,Leon Grill,South Indian,39.02,,RR Nagar,Bnegaluru,3,,,
ORD_2281,2023-12-12 11:06:00,,Meghana Foods,Desserts,39.5,4.1/5,Jayanagar,bengaluru,2,,No,
ORD_2282,2023-11-14 15:05:00,2023-11-14 16:00:00,Pizza Hut,South Indian,122.22,4.0/5,Indiranagar,Bengaluru ,4,Yes,Yes,14.48
ORD_2283,2023-12-19 00:41:00,2023-12-19 01:46:00,Corner House,Biryani,100.98,4.0/5,Hebbal,Bengaluru ,3,,Yes,3.45
ORD_2284,2023-11-04 04:22:00,2023-11-04 05:12:00,Truffles,Fast Food,5.22,,Whitefield,Bengaluru ,8,,Yes,3.73
ORD_2285,2023-11-18 12:09:00,,Pizza Hut,Coffee,98.61,NEW,Hebbal,Bnegaluru,4,Yes,,
ORD_2286,2023-10-02 20:39:00,,Mainland China,Continental,113.9,3.0 / 5,Indiranagar,Bengaluru ,1,No,No,
ORD_2287,2023-12-02 03:27:00,2023-12-02 04:20:00,Sushi Zen,Coffee,64.33,4.0/5,Marthahalli,bengaluru,3,No,Yes,4.89
ORD_2288,2023-11-05 13:20:00,,Taco Bell,North Indian,136.42,2.9/5,BTM Layout,Bengaluru ,5,,,
ORD_2289,2023-12-02 22:12:00,,Sushi Zen,Mughlai,91.74,NEW,RR Nagar,bengaluru,2,Yes,,
ORD_2290,2023-12-09 17:59:00,,McD,Fast Food,136.0,4.0/5,Hebbal,Bengaluru ,1,Yes,,
ORD_2291,2023-10-29 14:04:00,,Corner House,Chinese,114.39,3.0 / 5,Kengeri,Bnegaluru,3,,,
ORD_2292,2023-11-23 11:46:00,2023-11-23 12:01:00,Leon Grill,South Indian,90.41,4.3/5,Whitefield,Bengaluru ,3,Yes,Yes,11.44
ORD_2293,2023-12-05 21:19:00,2023-12-05 21:43:00,Meghana Foods,Mexican,114.07,3.0 / 5,BTM Layout,bengaluru,3,No,Yes,1.78
ORD_2294,2023-10-21 07:43:00,,Starbucks,North Indian,78.52,NEW,Whitefield,Bnegaluru,6,,,
ORD_2295,2023-10-27 11:39:00,,Nandhini,Mughlai,18.16,3.0 / 5,Hebbal,Bnegaluru,1,,No,
ORD_2296,2023-10-25 00:02:00,2023-10-25 01:00:00,Leon Grill,Indian,56.35,2.9/5,Kengeri,bengaluru,8,Yes,Yes,8.69
ORD_2297,2023-12-29 05:22:00,,Toit,Fast Food,80.59,3.0 / 5,Hebbal,Bengaluru,8,No,,
ORD_2298,2023-11-20 01:20:00,,Mainland China,Coffee,15.71,3.0 / 5,Jayanagar,Bnegaluru,1,No,No,
ORD_2299,2023-10-27 03:15:00,2023-10-27 04:06:00,Nandhini,Desserts,29.59,,Kengeri,bengaluru,1,,Yes,8.82
ORD_2300,2023-12-12 13:27:00,,Nandhini,Indian,137.56,3.0 / 5,Jayanagar,Bengaluru,1,,No,
ORD_2301,2023-10-16 11:35:00,,Sushi Zen,Mughlai,67.62,3.0 / 5,Indiranagar,Bengaluru,6,,,
ORD_2302,2023-12-21 17:36:00,,Pizza Hut,Continental,149.9,2.0/5,Basavanagudi,bengaluru,4,No,,
ORD_2303,2023-11-25 08:14:00,,Pizza Hut,Mexican,114.27,3.0 / 5,Kengeri,Bengaluru,4,No,,
ORD_2304,2023-12-21 03:02:00,2023-12-21 03:55:00,Taco Bell,Coffee,11.92,,Basavanagudi,bengaluru,2,,Yes,11.63
ORD_2305,2023-10-22 00:15:00,,McD,Biryani,89.46,4.1/5,Banashankari,Bnegaluru,3,,,
ORD_2306,2023-11-03 10:01:00,,Empire Restaurant,Japanese,29.7,3.0 / 5,Jayanagar,Bengaluru,4,,No,
ORD_2307,2023-10-08 21:57:00,,Burger King,Desserts,55.59,3.2/5,Banashankari,Bengaluru,6,,,
ORD_2308,2023-10-06 04:28:00,,Meghana Foods,Chinese,29.36,2.7/5,Marthahalli,Bnegaluru,8,Yes,No,
ORD_2309,2023-11-22 00:41:00,,Pizza Hut,Biryani,134.91,3.0 / 5,Indiranagar,Bengaluru,4,Yes,,
ORD_2310,2023-10-18 21:29:00,2023-10-18 22:26:00,Sushi Zen,Japanese,132.22,4.0/5,Electronic City,Bnegaluru,6,Yes,Yes,9.11
ORD_2311,2023-10-12 11:07:00,,Meghana Foods,Desserts,86.73,4.2/5,Electronic City,Bengaluru,8,No,,
ORD_2312,2023-10-28 09:09:00,,Pizza Hut,Fast Food,43.19,,Malleshwaram,Bengaluru,4,,,
ORD_2313,2023-11-28 10:45:00,,Toit,Desserts,109.5,,Koramangala,Bnegaluru,8,No,,
ORD_2314,2023-10-17 18:01:00,,Starbucks,North Indian,99.63,4.1/5,Basavanagudi,Bengaluru,1,,,
ORD_2315,2023-10-18 05:32:00,,Taco Bell,Mexican,113.93,3.0 / 5,Marthahalli,bengaluru,5,,,
ORD_2316,2023-10-15 13:45:00,,Corner House,Biryani,27.46,2.8/5,HSR Layout,Bengaluru ,1,,,
ORD_2317,2023-10-12 06:36:00,2023-10-12 06:53:00,Burger King,Chinese,114.87,NEW,Indiranagar,Bengaluru,2,,Yes,4.1
ORD_2318,2023-11-02 00:10:00,2023-11-02 00:27:00,Starbucks,Mughlai,120.36,3.0 / 5,Basavanagudi,Bnegaluru,2,,Yes,14.23
ORD_2319,2023-10-14 16:36:00,,Mainland China,North Indian,109.71,3.0 / 5,Banashankari,Bnegaluru,7,No,,
ORD_2320,2023-11-30 13:41:00,,Leon Grill,Indian,84.1,2.8/5,Koramangala,Bnegaluru,1,No,,
ORD_2321,2023-10-18 05:00:00,2023-10-18 05:24:00,Toit,Fast Food,132.16,NEW,Electronic City,Bengaluru,5,,Yes,11.61
ORD_2322,2023-12-27 12:07:00,2023-12-27 13:03:00,Vidyarthi Bhavan,South Indian,21.14,,Whitefield,Bengaluru,1,,Yes,10.7
ORD_2323,2023-12-18 00:19:00,,Leon Grill,Italian,104.15,2.3/5,Basavanagudi,Bnegaluru,6,,No,
ORD_2324,2023-11-21 00:16:00,,Truffles,Indian,40.33,,Kengeri,Bengaluru,8,,,
ORD_2325,2023-12-24 00:08:00,,Meghana Foods,Indian,120.02,NEW,Electronic City,Bnegaluru,7,,No,
ORD_2326,2023-12-01 18:05:00,,McD,Chinese,112.95,4.0/5,Jayanagar,Bengaluru,7,Yes,,
ORD_2327,2023-11-04 17:00:00,,Taco Bell,Continental,96.11,4.9/5,Banashankari,Bnegaluru,4,,,
ORD_2328,2023-10-18 21:15:00,,Leon Grill,South Indian,14.76,3.0 / 5,Whitefield,Bnegaluru,2,Yes,No,
ORD_2329,2023-10-03 07:45:00,,Starbucks,Indian,81.65,3.0 / 5,Hebbal,bengaluru,6,,,
ORD_2330,2023-12-25 05:58:00,,Burger King,Coffee,56.3,3.0 / 5,Koramangala,Bengaluru,5,Yes,No,
ORD_2331,2023-10-15 22:27:00,,Meghana Foods,Indian,83.85,3.0 / 5,Kengeri,Bengaluru,5,No,,
ORD_2332,2023-12-15 08:35:00,2023-12-15 09:07:00,Meghana Foods,Japanese,93.47,4.5/5,Kengeri,Bnegaluru,3,,Yes,13.48
ORD_2333,2023-11-08 18:14:00,,Corner House,South Indian,12.13,4.0/5,Marthahalli,Bnegaluru,4,,No,
ORD_2334,2023-11-22 08:52:00,2023-11-22 09:23:00,Truffles,Fast Food,140.03,4.7/5,JP Nagar,Bengaluru,4,No,Yes,1.54
ORD_2335,2023-11-12 02:40:00,2023-11-12 02:59:00,Nandhini,Continental,12.32,3.0/5,Jayanagar,bengaluru,7,Yes,Yes,11.27
ORD_2336,2023-10-10 14:24:00,,Taco Bell,Indian,55.81,4.0/5,Kengeri,Bnegaluru,4,,,
ORD_2337,2023-11-25 12:14:00,,Leon Grill,Mexican,45.35,3.7/5,JP Nagar,Bengaluru,7,,,
ORD_2338,2023-10-04 10:16:00,2023-10-04 11:20:00,Starbucks,Chinese,68.22,2.5/5,Marthahalli,bengaluru,1,No,Yes,12.43
ORD_2339,2023-11-04 11:47:00,,Empire Restaurant,Biryani,85.33,NEW,Kengeri,Bnegaluru,2,No,,
ORD_2340,2023-12-19 09:11:00,,Taco Bell,North Indian,10.78,,Indiranagar,Bnegaluru,1,No,,
ORD_2341,2023-10-08 22:19:00,,Truffles,Fast Food,126.26,4.3/5,Whitefield,bengaluru,7,,,
ORD_2342,2023-11-21 03:40:00,,Toit,Desserts,22.15,,Malleshwaram,Bengaluru,4,,,
ORD_2343,2023-11-04 01:05:00,2023-11-04 02:09:00,Pizza Hut,Fast Food,24.7,,Indiranagar,Bengaluru ,1,,Yes,9.02
ORD_2344,2023-12-01 12:43:00,,Corner House,North Indian,40.46,4.0/5,JP Nagar,bengaluru,8,Yes,No,
ORD_2345,2023-10-21 03:59:00,,Nandhini,Chinese,7.35,,Basavanagudi,Bengaluru ,4,Yes,No,
ORD_2346,2023-11-17 08:55:00,2023-11-17 09:21:00,Vidyarthi Bhavan,Mughlai,53.29,NEW,Malleshwaram,bengaluru,2,Yes,Yes,6.88
ORD_2347,2023-10-17 00:42:00,,Sushi Zen,Continental,19.79,3.7/5,Indiranagar,Bengaluru,3,,,
ORD_2348,2023-11-15 10:39:00,,Vidyarthi Bhavan,Chinese,113.12,4.9/5,Basavanagudi,Bengaluru,8,,,
ORD_2349,2023-10-28 12:24:00,,Empire Restaurant,Coffee,49.07,,Kengeri,bengaluru,2,,No,
ORD_2350,2023-12-25 22:16:00,2023-12-25 23:11:00,Sushi Zen,North Indian,103.25,3.8/5,Malleshwaram,Bengaluru,3,No,Yes,3.0
ORD_2351,2023-12-01 18:09:00,,Vidyarthi Bhavan,Continental,28.11,4.2/5,Koramangala,Bengaluru ,5,,No,
ORD_2352,2023-11-02 11:58:00,,Mainland China,Coffee,51.82,4.0/5,Indiranagar,Bengaluru ,2,Yes,,
ORD_2353,2023-10-13 16:42:00,2023-10-13 17:31:00,Sushi Zen,Desserts,35.41,4.0/5,Banashankari,Bengaluru,1,Yes,Yes,7.82
ORD_2354,2023-10-21 22:20:00,,Meghana Foods,Italian,85.46,3.0 / 5,Kengeri,Bengaluru,4,No,No,
ORD_2355,2023-10-15 16:25:00,,Truffles,Japanese,69.25,3.0 / 5,Marthahalli,Bengaluru ,5,Yes,No,
ORD_2356,2023-11-24 03:53:00,,Empire Restaurant,Mexican,60.66,3.0 / 5,Basavanagudi,Bnegaluru,4,Yes,No,
ORD_2357,2023-11-25 12:49:00,,Empire Restaurant,Chinese,134.68,3.0 / 5,Koramangala,bengaluru,2,Yes,No,
ORD_2358,2023-10-06 18:04:00,,Sushi Zen,Mughlai,129.11,NEW,Hebbal,Bnegaluru,2,,No,
ORD_2359,2023-11-02 16:31:00,,Truffles,Japanese,115.39,NEW,Basavanagudi,Bengaluru,5,,No,
ORD_2360,2023-12-25 11:13:00,2023-12-25 11:42:00,Toit,Mexican,63.97,4.1/5,Whitefield,Bnegaluru,7,No,Yes,5.5
ORD_2361,2023-10-02 09:23:00,,Sushi Zen,Mughlai,95.66,NEW,Kengeri,bengaluru,6,,,
ORD_2362,2023-12-21 20:47:00,,Nandhini,Fast Food,10.91,4.0/5,RR Nagar,bengaluru,5,No,,
ORD_2363,2023-10-08 19:44:00,2023-10-08 20:15:00,Leon Grill,Mexican,71.2,NEW,BTM Layout,Bnegaluru,3,No,Yes,6.13
ORD_2364,2023-10-15 22:15:00,,Mainland China,Biryani,117.93,4.6/5,Kengeri,Bengaluru,1,,,
ORD_2365,2023-11-03 03:57:00,,Burger King,Italian,135.94,NEW,Jayanagar,bengaluru,6,,,
ORD_2366,2023-10-27 05:22:00,,Starbucks,Mexican,141.1,,Electronic City,Bengaluru,1,,,
ORD_2367,2023-10-05 00:58:00,,McD,Indian,48.08,4.0/5,Hebbal,Bengaluru ,5,,No,
ORD_2368,2023-12-16 05:43:00,,Corner House,Italian,73.28,,Basavanagudi,Bengaluru,3,Yes,No,
ORD_2369,2023-11-12 07:09:00,2023-11-12 07:50:00,Corner House,South Indian,84.79,,Hebbal,bengaluru,3,,Yes,6.08
ORD_2370,2023-11-09 03:43:00,2023-11-09 03:58:00,Toit,Continental,118.07,4.0/5,Banashankari,Bengaluru ,8,Yes,Yes,4.38
ORD_2371,2023-12-12 07:54:00,,Taco Bell,Continental,39.35,3.0 / 5,Whitefield,Bengaluru,5,,No,
ORD_2372,2023-11-26 17:29:00,2023-11-26 17:44:00,Empire Restaurant,Indian,126.54,3.0 / 5,Jayanagar,bengaluru,7,,Yes,3.32
ORD_2373,2023-12-12 00:50:00,,Nandhini,Italian,110.6,3.0 / 5,Whitefield,Bengaluru,8,,,
ORD_2374,2023-10-03 18:30:00,,Toit,North Indian,124.36,4.0/5,Marthahalli,bengaluru,1,No,,
ORD_2375,2023-12-12 02:16:00,,Starbucks,Mexican,38.88,4.5/5,BTM Layout,bengaluru,3,Yes,,
ORD_2376,2023-10-17 18:08:00,2023-10-17 18:28:00,Toit,Coffee,135.36,3.0 / 5,Indiranagar,bengaluru,8,No,Yes,11.52
ORD_2377,2023-10-14 04:48:00,,Truffles,Desserts,76.77,NEW,Malleshwaram,Bengaluru,8,Yes,,
ORD_2378,2023-10-15 09:39:00,,Taco Bell,Coffee,113.41,3.5/5,Koramangala,Bengaluru ,6,,,
ORD_2379,2023-11-14 20:34:00,,Taco Bell,Chinese,75.18,4.0/5,Electronic City,Bengaluru,4,,,
ORD_2380,2023-10-22 10:35:00,,Truffles,Mexican,58.64,3.0 / 5,HSR Layout,Bengaluru,7,,,
ORD_2381,2023-10-13 13:07:00,2023-10-13 14:02:00,Pizza Hut,Fast Food,129.42,,Whitefield,Bnegaluru,2,Yes,Yes,4.19
ORD_2382,2023-12-26 19:07:00,,McD,Fast Food,87.28,3.0 / 5,Koramangala,bengaluru,5,Yes,,
ORD_2383,2023-12-25 03:34:00,2023-12-25 03:56:00,Taco Bell,South Indian,31.49,3.2/5,HSR Layout,Bengaluru,8,No,Yes,11.93
ORD_2384,2023-11-13 11:39:00,,McD,Continental,43.07,,Kengeri,Bengaluru ,5,Yes,,
ORD_2385,2023-10-05 10:11:00,,Leon Grill,Chinese,17.21,4.0/5,Koramangala,bengaluru,2,,,
ORD_2386,2023-11-18 02:06:00,,Taco Bell,Mexican,52.61,4.0/5,Jayanagar,Bengaluru,6,,,
ORD_2387,2023-11-10 13:15:00,,Pizza Hut,Continental,65.47,3.0 / 5,Koramangala,Bengaluru ,3,,,
ORD_2388,2023-10-25 16:02:00,,Nandhini,Fast Food,107.8,2.6/5,Marthahalli,Bnegaluru,5,No,,
ORD_2389,2023-12-19 20:41:00,2023-12-19 21:41:00,Corner House,North Indian,12.43,3.0 / 5,BTM Layout,Bnegaluru,5,Yes,Yes,2.03
ORD_2390,2023-10-18 20:39:00,,Empire Restaurant,Chinese,92.85,2.4/5,HSR Layout,Bengaluru ,2,Yes,,
